candidate_id,title,authors,year,venue,doi,evidence_strength,scientific_role,coding_status,score,selection_reason
C822E18710195,Distributed Mission Planning of Complex Tasks for Heterogeneous Multi-Robot Teams,"Ferreira, Barbara Arbanas; Tamara Petrović; Stjepan Bogdan",2021,arXiv (Cornell University),10.48550/arxiv.2109.10106,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
C55AEC4EE9876,Distributed Task Rescheduling With Time Constraints for the Optimization of Total Task Allocations in a Multirobot System,Joanna Turner; Qinggang Meng; Gerald Schaefer; Amanda Whitbrook; Andrea Soltoggio,2017,IEEE Transactions on Cybernetics,10.1109/tcyb.2017.2743164,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
C096D6AB929A1,Distributed multi-robot formation control in dynamic environments,Javier Alonso–Mora; Eduardo Montijano; Tobias Nägeli; Otmar Hilliges; Mac Schwager; Daniela Rus,2018,Autonomous Robots,10.1007/s10514-018-9783-9,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
C5CDD60F9468D,Dual-robot formation transport in random environment and narrow restricted area via improved DDPG navigation,Liang Tang; Ronggeng Ma; Bowen Chen; Yisen Niu,2025,Discover Applied Sciences,10.1007/s42452-025-06572-7,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
CE0B92EC9B6B8,Effective Approximations for Multi-Robot Coordination in Spatially Distributed Tasks,Daniel Claes; Philipp Robbel; Frans A. Oliehoek; Karl Tuyls; Daniel Hennes; Wiebe van der Hoek,2015,UvA-DARE (University of Amsterdam),10.5555/2772879.2773265,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
CE32BA82A2C7E,Formation Control for UAVs Considering Safety Constraints Based on Control Barrier Functions with Switched Trajectories and Switching Communication Topologies,Zerui Wei; Xiaoyu Zhang; Yang Song; Rong Guo,2026,Sensors,10.3390/s26051477,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
C119E94236274,Genetic Algorithm Based Decentralized Task Assignment for Multiple Unmanned Aerial Vehicles in Dynamic Environments,Hyun‐Jin Choi; Youdan Kim; Hyoun-Jin Kim,2011,International Journal of Aeronautical and Space Sciences,10.5139/ijass.2011.12.2.163,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
CAF7131D3E002,Hierarchical Multi-Agent Optimization for Resource Allocation in Cloud Computing,Xiangqiang Gao; Rongke Liu; Aryan Kaushik,2020,IEEE Transactions on Parallel and Distributed Systems,10.1109/tpds.2020.3030920,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
CD01C8A55EAC3,Integrated Decision Control Approach for Cooperative Safety-Critical Payload Transport in a Cluttered Environment,N.J. Rao; Suresh Sundaram,2022,arXiv (Cornell University),10.48550/arxiv.2201.13033,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
CB1E1DD699E65,Interval Type-2 Neural Fuzzy Controller-Based Navigation of Cooperative Load-Carrying Mobile Robots in Unknown Environments,Chun-Hui Lin; Shyh-Hau Wang; Cheng‐Jian Lin,2018,Sensors,10.3390/s18124181,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
CE9CCB3598759,Large-Scale Multi-UAV Task Allocation via a Centrality-Driven Load-Aware Adaptive Consensus Bundle Algorithm for Biomimetic Swarm Coordination,Weifei Gan; H. Eric Xu; Yunwei Bai; Xin Zhou; Wangyu Wu; Xiaofei Du,2026,Biomimetics,10.3390/biomimetics11010069,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
C9DBE598AF11A,Mission Specification Patterns for Mobile Robots: Providing Support for Quantitative Properties,Claudio Menghi; Christos Tsigkanos; Mehrnoosh Askarpour; Patrizio Pelliccione; Gricel Vázquez; Radu Călinescu; Sergio García,2022,IEEE Transactions on Software Engineering,10.1109/tse.2022.3230059,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
CA76116C5C727,Mixed-Integer Linear Programming Models for Multi-Robot Non-Adversarial Search,Beatriz A. Asfora; Jacopo Banfi; Mark Campbell,2020,IEEE Robotics and Automation Letters,10.1109/lra.2020.3017473,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
C75CFDBAB1438,Mobile Robots Control and Path Planning Strategies,Michele Furci,2016,AMS Dottorato Institutional Doctoral Theses Repository (University of Bologna),10.6092/unibo/amsdottorato/7511,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
C3952B851B614,Modeling and solving time-sensitive task allocation for USVs with mixed capabilities,Fang Wang; Liang Zhao; Jeom Kee Paik,2024,Ocean Engineering,10.1016/j.oceaneng.2024.119614,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
C7E585FE2668F,Multi robot collision avoidance in a shared workspace,Daniel Claes; Karl Tuyls,2018,Autonomous Robots,10.1007/s10514-018-9726-5,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
C4678C17BCE6F,Multi-Agent Reinforcement Learning-Based Resource Allocation for UAV Networks,Jingjing Cui; Yuanwei Liu; Arumugam Nallanathan,2019,IEEE Transactions on Wireless Communications,10.1109/twc.2019.2935201,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
C40E207C30F72,Multi-UAV Rapid-Assessment Task-Assignment Problem in a Post-Earthquake Scenario,Moning Zhu; Xiaoxia Du; Xuehua Zhang; He Luo; Guoqiang Wang,2019,IEEE Access,10.1109/access.2019.2920736,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
C3AB6A34C6121,Multi-agent embodied AI: advances and future directions,Zhaohan Feng; Ruiqi Xue; Lei Yuan; Yang Yu; Ning Ding; Meiqin Liu; Bufan Gao; Jian Sun; Xinhu Zheng; Gang Wang,2026,Science China Information Sciences,10.1007/s11432-025-4820-4,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
C7FAE40D44DC1,Multi-robot formations for area coverage in space applications,"Leitner, Juergen",2009,QUT ePrints (Queensland University of Technology),10.71910/supsi.5257,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
C6B35957F2A25,Multiple Mobile Robot Systems,Lynne E. Parker; Daniela Rus; Gaurav S. Sukhatme,2016,Springer handbooks,10.1007/978-3-319-32552-1_53,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
CCD5DAEF50D61,Part feeding scheduling for mixed-model assembly lines with autonomous mobile robots: benefits of using real-time data,Elena Tappia; Emilio Moretti; Uta Mohring; Ivo Adan,2024,International Journal of Computer Integrated Manufacturing,10.1080/0951192x.2024.2380276,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
C48B0DC86870B,Pose consensus based on dual quaternion algebra with application to\n decentralized formation control of mobile manipulators,Heitor J. Savino; Luciano C. A. Pimenta; Julie Shah; Bruno Vilhena Adorno,2018,arXiv (Cornell University),10.48550/arxiv.1810.08871,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
CFA3ED1756E20,Predefined-Time Consensus of Nonlinear Multi-Agent Input Delay/Dynamic Event-Triggered Under Switching Topology,Xiaolu Ma; Yibo Tan; Hong Mei,2023,IEEE Access,10.1109/access.2023.3258547,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
C664A102537C7,Progress on Agent Coordination with Cooperative Auctions,Sven Koenig; Pınar Keskinocak; Craig A. Tovey,2010,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v24i1.7764,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
CD4454A375095,Research on multi-robot collaborative operation in logistics and warehousing using A3C optimized YOLOv5-PPO model,Lei Wang; Guangjun Liu,2024,Frontiers in Neurorobotics,10.3389/fnbot.2023.1329589,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
CF8D8AE54BE63,Safety-Critical Coordination of Legged Robots via Layered Controllers and Forward Reachable Set based Control Barrier Functions,Jeeseop Kim; Jaemin Lee; Aaron D. Ames,2023,arXiv (Cornell University),10.48550/arxiv.2312.08689,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
C589F20C51DDF,Should we get involved? impact of human collaboration and intervention on multi-robot teams,Joseph Bolarinwa; Manuel Giuliani; Paul Bremner,2025,Frontiers in Robotics and AI,10.3389/frobt.2025.1526287,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
C82F8C32A12FC,Task Allocation Without Communication Based on Incomplete Information Game Theory for Multi-robot Systems,Wei Dai; Huimin Lu; Junhao Xiao; Zhiqiang Zheng,2018,Journal of Intelligent & Robotic Systems,10.1007/s10846-018-0783-y,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
CC66E9A6E37AB,Task Allocation for Multi-Agent Systems Based on Distributed Many-Objective Evolutionary Algorithm and Greedy Algorithm,Jing Zhou; Xiaozhe Zhao; Xiaopan Zhang; Dongdong Zhao; Huanhuan Li,2020,IEEE Access,10.1109/access.2020.2967061,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
C40F0BF6D92CE,Tension-Based Reconfigurable Multi-Agent Formation for Aerial Load Transportation,"Pacheco Bacheti, Vinicius; Villa, Daniel K. D.; Lozano, Rogelio; Sarcinelli-Filho, Mario; Castillo, Pedro",2025,IEEE ACCESS,10.1109/access.2025.3584623,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
C1F12D82EB5AF,TraderBots: A New Paradigm for Robust and Efficient Multirobot Coordination in Dynamic Environments,M. Bernardine Dias,2018,,10.1184/r1/6561401,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
C3C0DDA383C6E,Two-stage multi-sensor fusion positioning system with seamless switching for cooperative mobile robot and manipulator system,Manman Yang; Erfu Yang,2023,International Journal of Intelligent Robotics and Applications,10.1007/s41315-023-00276-0,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
CFF6E2866698D,UAV Swarm Mission Planning in Dynamic Environment Using Consensus-Based Bundle Algorithm,Yaozhong Zhang; Wencheng Feng; Guoqing Shi; Frank Jiang; Morshed Chowdhury; Sai Ho Ling,2020,Sensors,10.3390/s20082307,fulltext_verified,ENABLING,coded_fulltext_structural_pass,19,ENABLING structural role plus observed method/physical/theory signal
CEE13D06C31BF,A Digital Twin Approach for the Improvement of an Autonomous Mobile Robots (AMR’s) Operating Environment—A Case Study,P. Stączek; Jakub Pizoń; Wojciech Danilczuk; Arkadiusz Gola,2021,Sensors,10.3390/s21237830,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
CADFC0AC6330F,A Secure Decentralized Event-Triggered Cooperative Localization in Multi-Robot Systems Under Cyber Attack,Tohid Kargar Tasooji; Horacio J. Marquez,2022,IEEE Access,10.1109/access.2022.3227076,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
C3F7EB0E7A5BC,A novel approach to task assignment in a cooperative multi-agent design system,Hong Liu; Peng Zhang; Bin Hu; Philip Moore,2015,Applied Intelligence,10.1007/s10489-014-0640-z,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
C3A92231C503F,Bipartite Consensus for Multi-Agent Systems With Time-Varying Delays Based on Method of Delay Partitioning,Xiaodan Zhang; Kaien Liu; Zhijian Ji,2019,IEEE Access,10.1109/access.2019.2902378,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
C9AB086F4D3FD,Chapter 2: The Basics of Multi-Robot Systems,Tobias Recker,2025,Scaling of Cooperative Mobile Multi-Robot Systems for Handling and Assembly of Large-Scale Components,10.51202/9783690301312-7,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
C61E1AD437C38,Collaborative Multi-Robot Transportation in Obstacle-Cluttered Environments via Implicit Communication,Charalampos P. Bechlioulis; Kostas J. Kyriakopoulos,2018,Frontiers in Robotics and AI,10.3389/frobt.2018.00090,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
CFC0148811244,Cooperative Multi-Agent Planning,Alejandro Torreño; Eva Onaindia; Antonín Komenda; Michal Štolba,2017,ACM Computing Surveys,10.1145/3128584,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
C1027A45215F8,Decentralized Behavioral Approach to Wheeled Mobile Robot Formation Maneuvers,,2008,Communications and Control Engineering Distributed Consensus in Multi-vehicle Cooperative Control,10.1007/978-1-84800-015-5_11,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
CC47DC1FF19EE,Decentralized Game-Theoretic Control for Dynamic Task Allocation Problems for Multi-Agent Systems,Efstathios Bakolas; Yoon Jae Lee,2021,,10.23919/acc50511.2021.9483030,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
C76229807CCEA,Distributed adaptive event-triggered control for general linear singular multi-agent systems,Yumin Chen; Jie Gao; Luan Teng,2023,AIMS Mathematics,10.3934/math.2023792,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
CBC46F50D7147,High Precision Formation Control of Mobile Robots Using Virtual Structures,M. Anthony Lewis; Kar-Han Tan,1997,Autonomous Robots,10.1023/a:1008814708459,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
C29DB4B188A5B,ISSUES IN MULTI AGENT RESOURCE ALLOCATION,Yann Chevaleyre; Paul E. Dunne; Ulle Endriss; Jérôme Lang; Michel Lemaı̂tre; Nicolas Maudet; Julián Padget; Steven C. Phelps; Juan A. Rodríguez-Aguilar; Paulo Baltarejo Sousa,2005,UvA-DARE (University of Amsterdam),,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
CD6CDAE63015E,Increasing flexibility and productivity in Industry 4.0 production networks with autonomous mobile robots and smart intralogistics,Giuseppe Fragapane; Dmitry Ivanov; Mirco Peron; Fabio Sgarbossa; Jan Ola Strandhagen,2020,Annals of Operations Research,10.1007/s10479-020-03526-7,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
CCC007FEE955C,Learning Multirobot Hose Transportation and Deployment by Distributed Round-Robin Q-Learning,Borja Fernandez‐Gauna; Ismael Etxeberria‐Agiriano; Manuel Graña,2015,PLoS ONE,10.1371/journal.pone.0127129,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
C50BD770B1D3B,Limited-Budget Output Consensus for Descriptor Multiagent Systems With Energy Constraints,Jianxiang Xi; Cheng Wang; Xiaojun Yang; Bailong Yang,2020,IEEE Transactions on Cybernetics,10.1109/tcyb.2019.2963172,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
C0AD50456ED15,Multi-Agent Systems for Resource Allocation and Scheduling in a Smart Grid,Arun Sukumaran Nair; Tareq Hossen; Mitch Campion; Daisy Flora Selvaraj; Neena Goveas; Naima Kaabouch; Prakash Ranganathan,2018,Technology and Economics of Smart Grids and Sustainable Energy,10.1007/s40866-018-0052-y,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
C3EB4FE9E132E,Multi-Robot Exploration Inspired by Swarm Robotics using Dynamic Fuzzy Cognitive Maps,Márcio Mendonça; Rodrigo Henrique Cunha Palácios; Lucinéia Souza; Marnidewi Laia; Marisa Palácios; Vitor Blanc Milani,2025,Journal of Engineering Research,10.22533/at.ed.317552529048,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
C5393BC81D30D,Optimal formation and control of cooperative wheeled mobile robots,Adel Abbaspour; Khalil Alipour; Hadi Zare Jafari; S. Ali A. Moosavian,2015,Comptes Rendus Mécanique,10.1016/j.crme.2015.04.003,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
C44BF69BB2371,Optimizing quantum-inspired federated multi-agent reinforcement architectures for sustainable wind energy governance under uncertainty,Khamiss Cheikh; Elmostapha Boudi; Rabi Rabi; Hamza Mokhliss,2026,OPSEARCH,10.1007/s12597-026-01243-6,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
C541C47BC2BA5,Real-time adaptive multi-robot exploration with application to underwater map construction,Athanasios Ch. Kapoutsis; Savvas A. Chatzichristofis; Lefteris Doitsidis; João Borges de Sousa; José Pinto; José Braga; Elias B. Kosmatopoulos,2015,Autonomous Robots,10.1007/s10514-015-9510-8,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
C36168D0AB35B,Strategies for Cooperative Energy Distribution on Multi-Robot Warehouse Systems,Tabarak Al-Gafari,2022,,10.22215/etd/2022-15057,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
CEE054EA98CD4,Swarm UAVs Task and Resource Dynamic Assignment Algorithm Based on Task Sequence Mechanism,Xiaowei Fu; Peng Feng; Xiaoguang Gao,2019,IEEE Access,10.1109/access.2019.2907544,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
C0C43A1C02233,The Cambridge RoboMaster: An Agile Multi-Robot Research Platform,Jan Blumenkamp; Ajay Shankar; Matteo Bettini; Joshua Bird; Amanda Prorok,2024,arXiv (Cornell University),10.48550/arxiv.2405.02198,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
C07A6C5C53E49,The auction algorithm: A distributed relaxation method for the assignment problem,Dimitri P. Bertsekas,1988,Annals of Operations Research,10.1007/bf02186476,fulltext_verified,ENABLING,coded_fulltext_structural_pass,17,ENABLING structural role plus observed method/physical/theory signal
CF1ACAD1DA841,A Comparative Study of Task Assignment and Path Planning Methods for Multi-UGV Missions,Johan Thunberg; David A. Anisi; Petter Ögren,2008,Lecture notes in control and information sciences,10.1007/978-3-540-88063-9_10,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
C7AA66F0CC8AB,A Multi-Agent Reinforcement Learning-Based Data-Driven Method for Home Energy Management,Xu Xu; Youwei Jia; Yan Xu; Zhao Xu; Songjian Chai; Chun Sing Lai,2020,IEEE Transactions on Smart Grid,10.1109/tsg.2020.2971427,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
CA3BB7E4283B0,A Multi-Robot Dynamic Task Allocation Framework for Indoor Logistics,Daniel Rivas Alonso; Lluís Ribas-Xirgo,2022,,10.2139/ssrn.4309613,abstract_only,ENABLING,coded_abstract_limited,15,ENABLING structural role plus observed method/physical/theory signal
C7683A8E401B2,A semantically-informed multirobot system for exploration of relevant areas in search and rescue settings,Alberto Quattrini Li; Riccardo Cipolleschi; Michele Giusto; Francesco Amigoni,2015,Autonomous Robots,10.1007/s10514-015-9480-x,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
CDABAA05388B5,An Integral Framework of Task Assignment and Path Planning for Multiple Unmanned Aerial Vehicles in Dynamic Environments,Sangwoo Moon; Eunmi Oh; David Hyunchul Shim,2012,Journal of Intelligent & Robotic Systems,10.1007/s10846-012-9740-3,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
CA915A43FE796,Auction-Based Multi-Robot Routing,Michail G. Lagoudakis; Evangelos Markakis; David Kempe; Pınar Keskinocak; Anton J. Kleywegt; Sven Koenig; Craig A. Tovey; Adam Meyerson; Sonal Jain,2005,,10.15607/rss.2005.i.045,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
C5BE9628D215F,Autonomous Mobile Robots in Automotive Remanufacturing: A Case Study for Intra-Logistics Support,Jakub Pizoń; Łukasz Wójcik; Arkadiusz Gola; Łukasz Kański; Izabela Nielsen,2024,Advances in Science and Technology – Research Journal,10.12913/22998624/177398,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
C92D77FC2D721,BDI-based Multi-Robot System Architecture: A Disinfecting Robot Routine Illustrative Case,Rafael Melo Santos; Carlos Joel Tavares; Célia Ghedini Ralha,2026,Revista Eletrônica de Iniciação Científica em Computação,10.5753/reic.2026.7176,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
CFD37258434D9,CityFlow: A Multi-Agent Reinforcement Learning Environment for Large Scale City Traffic Scenario,Huichu Zhang; Siyuan Feng; Chang Liu; Yaoyao Ding; Yichen Zhu; Zihan Zhou; Weinan Zhang; Yong Yu; Haiming Jin; Zhenhui Li,2019,,10.1145/3308558.3314139,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
C0531B198E8F6,Comparative Study of Market-Based and Threshold-Based Task Allocation,Nidhi Kalra; Alcherio Martinoli,2007,,10.1007/4-431-35881-1_10,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
C3862E6369260,Cooperative Control of Multi-Agent Systems,Frank L. Lewis; Hongwei Zhang; Kristian Hengster‐Movric; Abhijit Das,2013,Communications and control engineering/Communications and control engineering series,10.1007/978-1-4471-5574-4,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
C8C88F5B7597D,Decentralized Multi-Agent Reinforcement Learning in Average-Reward Dynamic DCOPs,Duc Thien Nguyen; William Yeoh; Hoong Chuin Lau; Shlomo Zilberstein; Chongjie Zhang,2014,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v28i1.8886,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
CE3273A0FD84E,Dynamic Task Assignment in Robot Swarms,James McLurkin; Daniel Yamins,2005,,10.15607/rss.2005.i.018,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
