timestamp_utc,anchor_candidate_id,anchor_openalex_id,hop,direction,source,candidate_openalex_id,candidate_id,candidate_title,candidate_doi,stage1a_match_candidate_id,discovery_status,topic_relevance,preliminary_screening_decision,notes
2026-09-12T20:56:49.946088+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W3198723631,CB8F1B3DA4C50,Improved contract network protocol algorithm based cooperative target allocation of heterogeneous UAV swarm,10.1016/j.ast.2021.107054,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:56:49.946379+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W3005448462,C20FBE73D7292,A Distributed Approach to the Multi-Robot Task Allocation Problem Using the Consensus-Based Bundle Algorithm and Ant Colony System,10.1109/access.2020.2971585,C20FBE73D7292,already_in_stage1b,relevant_or_plausible,include_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:56:49.951224+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W4406137826,C9576FB181143,Real-Time Scheduling for Flexible Job Shop With AGVs Using Multiagent Reinforcement Learning and Efficient Action Decoding,10.1109/tsmc.2024.3520381,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:56:49.955749+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W2997111539,C7B21D8681071,Experimental Comparison of Decentralized Task Allocation Algorithms Under Imperfect Communication,10.1109/lra.2019.2963646,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:56:49.960211+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W4379382635,CA99D76D2CC8D,An Efficient Distributed Task Allocation Method for Maximizing Task Allocations of Multirobot Systems,10.1109/tase.2023.3281577,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:56:49.966202+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W4410515905,C32AA7F090DB2,Intelligent Maritime Shipping: A Bibliometric Analysis of Internet Technologies and Automated Port Infrastructure Applications,10.3390/jmse13050979,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:49.972192+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W4283311409,CED9097A72548,Combining reinforcement learning and conventional control to improve automatic guided vehicles tracking of complex trajectories,10.1111/exsy.13076,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:49.976600+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W4200033681,CF7C60AFD9DE7,Decentral task allocation for industrial AGV-systems with routing constraints,10.1016/j.jmsy.2021.11.012,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:56:49.982291+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W4283582575,C127B48BACD66,Deep-Learning-Based Accurate Identification of Warehouse Goods for Robot Picking Operations,10.3390/su14137781,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:49.986696+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W4405394907,C6DF7CD4A37C8,DBVSB-P-RRT*: A path planning algorithm for mobile robot with high environmental adaptability and ultra-high speed planning,10.1016/j.eswa.2024.126123,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:49.990873+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W4405184566,C7FCE7E7808A4,Integrated task assignment and path planning for multi-type robots in an intelligent warehouse system,10.1016/j.tre.2024.103883,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:56:49.995064+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W2083960593,CED8B49365550,Decentralized planning for complex missions with dynamic communication constraints,10.1109/acc.2010.5531232,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.000126+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W2122846259,C819903A0563C,Distributed algorithm design for multi-robot task assignment with deadlines for tasks,10.1109/icra.2013.6630994,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:56:50.004624+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W2293292238,C60F209AB33AE,Optimal Market-based Multi-Robot Task Allocation via Strategic Pricing,10.15607/rss.2013.ix.033,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:56:50.008515+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W3161816291,C059177BD74ED,Collaborative Optimization of Storage Location Assignment and Path Planning in Robotic Mobile Fulfillment Systems,10.3390/su13105644,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.012876+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W4296743852,CBE3A5C42E6A1,Multi-AGV Flexible Manufacturing Cell Scheduling Considering Charging,10.3390/math10193417,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.018631+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W3172861927,C0416B81A39F7,Collaborative Task Allocation of Heterogeneous Multi-Unmanned Platform Based on a Hybrid Improved Contract Net Algorithm,10.1109/access.2021.3084238,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:56:50.021331+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W4391130952,C81025EA32148,Interaction between a Human and an AGV System in a Shared Workspace—A Literature Review Identifying Research Areas,10.3390/su16030974,C81025EA32148,already_in_stage1b,not_relevant_under_v1,exclude,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.025459+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W4387307873,C5535D29B775D,RETRACTED ARTICLE: Optimizing warehouse logistics scheduling strategy using soft computing and advanced machine learning techniques,10.1007/s00500-023-09269-4,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.029439+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W4393036705,CAE689AE34094,Improving the Quality of Warehousing Processes in the Context of the Logistics Sector,10.3390/su16062595,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.035553+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W4391143932,CD4454A375095,Research on multi-robot collaborative operation in logistics and warehousing using A3C optimized YOLOv5-PPO model,10.3389/fnbot.2023.1329589,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:56:50.039588+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W4405248305,C14535C2A63AF,Improving camera parameter estimation using an adaptive genetic algorithm,10.1007/s11760-024-03604-4,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.040661+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W2061990382,C2EF3DEACC859,Decentralized task allocation for surveillance systems with critical tasks,10.1016/j.robot.2013.06.007,C2EF3DEACC859,already_in_stage1b,relevant_or_plausible,maybe_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.044820+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W3150974680,C4414B4F7355E,Distributed voltage regulation using permissioned blockchains and extended contract net protocol,10.1016/j.ijepes.2021.106945,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.050144+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W4407568051,CB3059BC3EDA8,Joint optimization of order- and rack-scheduling in KIVA picking systems,10.1016/j.omega.2025.103286,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.051519+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W2021506744,C9719ABEEDCF8,MARKET‐BASED APPROACHES TO OPTIMIZATION,10.1111/j.1467-8640.2007.00296.x,C9719ABEEDCF8,already_in_stage1b,not_relevant_under_v1,exclude,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.056160+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W4405933429,C5F1E740A9647,Column generation for scheduling mobile composite robots in warehouses,10.1016/j.tre.2024.103956,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.060620+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W4401161932,CE6A2E63FE70A,Analysis of Factory Automated Guided Vehicles Systems by using Multi-agent System and Contract Net Protocol,10.2355/tetsutohagane.tetsu-2024-047,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:56:50.065630+00:00,C5A3277764A58,W4410956649,one,backward,openalex,W4404996572,C77BECE5E68DD,High-precision positioning system for composite robots based on visual feedback,10.1088/1742-6596/2897/1/012008,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.070317+00:00,C5A3277764A58,W4410956649,one,forward,openalex,W7163999437,CC2BE56EE5739,Autonomous mobile robots in intelligent warehousing: Workflow-centric integration for Industry 5.0 logistics,10.1016/j.aei.2026.104858,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:56:50.074689+00:00,C5A3277764A58,W4410956649,one,forward,openalex,W7162419623,CDD571116C8D8,"End-to-End Warehouse Automation: A System-Level Review of Robotics, Order Fulfillment, and Intelligent Software System",10.1109/ickecs70176.2026.11527539,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.076730+00:00,C5A3277764A58,W4410956649,one,forward,openalex,W7126035465,CEB519002F0A7,Study on Scheduling and Path Optimization of Warehouse Logistics Mobile Robots in Supply Chain Task Allocation and Warehouse Logistics Control Systems,10.1109/icdsca67083.2025.11350006,CEB519002F0A7,already_in_stage1b,relevant_or_plausible,include_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.076843+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2142544818,C4B439BC6A12D,Consensus-Based Decentralized Auctions for Robust Task Allocation,10.1109/tro.2009.2022423,C4B439BC6A12D,already_in_stage1b,relevant_or_plausible,maybe_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.077525+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2113257089,C1F9F6F71FB03,Sold!: auction methods for multirobot coordination,10.1109/tra.2002.803462,C1F9F6F71FB03,already_in_stage1b,relevant_or_plausible,include_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.082019+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2113873983,C45D2F6FD7D25,The orienteering problem: A survey,10.1016/j.ejor.2010.03.045,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.083046+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2144827113,C8AD2678DBB24,Market-Based Multirobot Coordination: A Survey and Analysis,10.1109/jproc.2006.876939,C8AD2678DBB24,already_in_stage1b,relevant_or_plausible,include_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.084024+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W1972391046,C1C7038247100,A comprehensive taxonomy for multi-robot task allocation,10.1177/0278364913496484,C1C7038247100,already_in_stage1b,relevant_or_plausible,include_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.089536+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2008806816,C54BB5436DE6F,"Real-time vehicle routing: Solution concepts, algorithms and parallel computing strategies",10.1016/s0377-2217(02)00915-3,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.094762+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2148442026,CDF84B0B8AB7F,Dynamically formed heterogeneous robot teams performing tightly-coordinated tasks,10.1109/robot.2006.1641771,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:56:50.095849+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W1519208554,CB249FB9CBBFB,Decentralized Task Assignment for Unmanned Aerial Vehicles,10.1109/cdc.2005.1583066,CB249FB9CBBFB,already_in_stage1b,relevant_or_plausible,maybe_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.096376+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2003808711,C6DC77D77B8EC,Multirobot Coordination With Periodic Connectivity: Theory and Experiments,10.1109/tro.2012.2190178,C6DC77D77B8EC,already_in_stage1b,relevant_or_plausible,include_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.101592+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2162735718,CA1F20D91E2EF,Online planning for multi-agent systems with bounded communication,10.1016/j.artint.2010.09.008,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:56:50.102271+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2100903798,CC1EB762AED1B,Self-organized task allocation to sequentially interdependent tasks in swarm robotics,10.1007/s10458-012-9212-y,CC1EB762AED1B,already_in_stage1b,relevant_or_plausible,include_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.107027+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2290743114,CE57839035C52,Planning for decentralized control of multiple robots under uncertainty,10.1109/icra.2015.7139350,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:56:50.111235+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2121740123,C0FB5381CC58C,A distributed tasks allocation scheme in multi-UAV context,10.1109/robot.2004.1308816,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:56:50.113905+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2083960593,CED8B49365550,Decentralized planning for complex missions with dynamic communication constraints,10.1109/acc.2010.5531232,CED8B49365550,already_in_stage1b,not_relevant_under_v1,exclude,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.119058+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2032443917,CD8C2BE992ED3,Discrete Partitioning and Coverage Control for Gossiping Robots,10.1109/tro.2011.2170753,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.123924+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2157464905,C78BCE30E4F07,Distributed Planning Strategies to Ensure Network Connectivity for Dynamic Heterogeneous Teams,10.1109/jsac.2012.120603,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.124605+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2043981050,C74629D1A7F0D,Optimal team deployment in urban search and rescue,10.1016/j.trb.2012.03.004,C74629D1A7F0D,already_in_stage1b,not_relevant_under_v1,exclude,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.129051+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2059887603,C61BBDB1CB947,A Cooperative Heterogeneous Mobile Wireless Mechatronic System,10.1109/tmech.2012.2218254,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.129141+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2282005763,C1758BD935FD5,Market-Based Multi-robot Coalition Formation,10.1007/4-431-35881-1_23,C1758BD935FD5,already_in_stage1b,relevant_or_plausible,include_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.134326+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2107258648,C7C35DE0BD40F,CoMutaR: A framework for multi-robot coordination and task allocation,10.1109/iros.2009.5354166,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:56:50.135218+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2116226399,CBDA3DD4973AF,Exploiting Spatial Locality and Heterogeneity of Agents for Search and Rescue Teamwork*,10.1002/rob.21601,CBDA3DD4973AF,already_in_stage1b,not_relevant_under_v1,exclude,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.136045+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2007088348,C005BDA904A1E,IQ-ASyMTRe: Forming Executable Coalitions for Tightly Coupled Multirobot Tasks,10.1109/tro.2012.2228135,C005BDA904A1E,already_in_stage1b,relevant_or_plausible,include_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.140774+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2061203066,C32820BABEA14,Online decentralized information gathering with spatial–temporal constraints,10.1007/s10514-013-9369-5,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.144890+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2167125628,CD8E1CE8B8926,Decentralized task sequencing and multiple mission control for heterogeneous robotic networks,10.1109/icra.2011.5980405,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.149728+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2128285524,C20522AB473AF,Multi-robot assignment algorithm for tasks with set precedence constraints,10.1109/icra.2011.5980500,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:56:50.150439+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2104087708,C11165DD5D4C6,A Generic Framework for Distributed Multirobot Cooperation,10.1007/s10846-011-9558-4,C11165DD5D4C6,already_in_stage1b,relevant_or_plausible,include_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.155469+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W1999122482,C73F608EF40D6,Implicit Cooperation Strategies for Multi-robot Search of Unknown Areas,10.1007/s10846-008-9242-5,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:56:50.156120+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2245790804,CE0B92EC9B6B8,Effective Approximations for Multi-Robot Coordination in Spatially Distributed Tasks,10.5555/2772879.2773265,CE0B92EC9B6B8,already_in_stage1b,relevant_or_plausible,include_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.160404+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W1980964496,C386B576E2B02,A mathematical programming approach to collaborative missions with heterogeneous teams,10.1109/iros.2014.6942590,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.165414+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2187412961,CB0CF672C393D,How Much Worth Is Coordination of Mobile Robots for Exploration in Search and Rescue?,10.1007/978-3-642-39250-4_11,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:56:50.166859+00:00,CECDDA7DEC190,W2496475380,one,backward,openalex,W2061430707,CFA1D3E0480A4,Coalition coordination for tightly coupled multirobot tasks with sensor constraints,10.1109/icra.2014.6906990,CFA1D3E0480A4,already_in_stage1b,relevant_or_plausible,include_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.167756+00:00,CECDDA7DEC190,W2496475380,one,forward,openalex,W7162197008,C8B65A4E02530,Multi-agent task and motion planning trends analysis: a survey,10.1007/s10462-026-11588-5,C8B65A4E02530,already_in_stage1b,relevant_or_plausible,maybe_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.172661+00:00,CECDDA7DEC190,W2496475380,one,forward,openalex,W4403279485,C73689F20A347,How to Model Human–Robot Collaborative Logistics Systems: Systematic Literature Review and Future Perspectives,10.1016/j.ifacol.2024.09.241,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.177552+00:00,CECDDA7DEC190,W2496475380,one,forward,openalex,W4280500442,CFD47D936007B,A literature review on optimization techniques for adaptation planning in adaptive systems: State of the art and research directions,10.1016/j.infsof.2022.106940,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.183266+00:00,CECDDA7DEC190,W2496475380,one,forward,openalex,W3131655998,CD65FC5C86A50,Distance-Based Heuristic Solvers for Cooperative Path Planning with Heterogeneous Agents,10.1007/978-3-030-69322-0_8,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.183803+00:00,CECDDA7DEC190,W2496475380,one,forward,openalex,W3160217390,CD9E8C3865AB6,Spatially-Distributed Missions With Heterogeneous Multi-Robot Teams,10.1109/access.2021.3076919,CD9E8C3865AB6,already_in_stage1b,relevant_or_plausible,include_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.188144+00:00,CECDDA7DEC190,W2496475380,one,forward,openalex,W3121490723,C3BB8254DF73E,Cooperative and load-balancing auctions for heterogeneous multi-robot teams dealing with spatial and non-atomic tasks,10.1109/ssrr50563.2020.9292605,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:56:50.192233+00:00,CECDDA7DEC190,W2496475380,one,forward,openalex,W3006517916,C54E520C8B056,Multi-agent Path Planning with Heterogeneous Cooperation,10.1109/ictai.2019.00022,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:56:50.196516+00:00,CECDDA7DEC190,W2496475380,one,forward,openalex,W2920252816,C0E416F71E2C8,Sequential single-item auction improvements for heterogeneous multi-robot routing,10.1016/j.robot.2019.02.016,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:56:50.203669+00:00,CECDDA7DEC190,W2496475380,one,forward,openalex,W2890805033,CB8EBDDBD8A5C,Dynamic process scheduling and resource allocation in distributed environment: an agent-based modelling and simulation,10.1080/13873954.2018.1512504,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.204759+00:00,CECDDA7DEC190,W2496475380,one,forward,openalex,W2772747678,C0C611228BD72,"Simultaneous task allocation, data routing, and transmission scheduling in mobile multi-robot teams",10.1109/iros.2017.8206002,C0C611228BD72,already_in_stage1b,relevant_or_plausible,include_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:56:50.211672+00:00,CECDDA7DEC190,W2496475380,one,forward,openalex,W2612326031,C0C4C382651EF,Hybrid mission planning with coalition formation,10.1007/s10458-017-9367-7,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:56:50.218248+00:00,CECDDA7DEC190,W2496475380,one,forward,openalex,W2565248411,C34232766638E,Robot rostering: Coalition formation for long-term missions with work shifts,10.1109/ssrr.2016.7784324,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:56:50.222899+00:00,C0062B3C3E1C9,W1573413130,one,backward,openalex,W2111132249,C650AD0394D3C,Self-stabilizing systems in spite of distributed control,10.1145/361179.361202,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.227031+00:00,C0062B3C3E1C9,W1573413130,one,backward,openalex,W2337098149,C3AD1F54E0574,Constraint Processing,10.1016/b978-1-55860-890-0.x5000-2,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.231980+00:00,C0062B3C3E1C9,W1573413130,one,backward,openalex,W2340995113,C2C38421C02D6,Self-stabilization,,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.237759+00:00,C0062B3C3E1C9,W1573413130,one,backward,openalex,W2164500294,C322D29DC2D52,Taking DCOP to the Real World: Efficient Complete Solutions for Distributed Multi-Event Scheduling,10.1109/aamas.2004.257,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.241743+00:00,C0062B3C3E1C9,W1573413130,one,backward,openalex,W1533056435,CBC14FC53C726,SuperStabilizing protocols for dynamic distributed systems,10.1145/224964.224993,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.246236+00:00,C0062B3C3E1C9,W1573413130,one,backward,openalex,W2031556125,C23DFF657F6CF,Fault-containing self-stabilizing algorithms,10.1145/248052.248057,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:56:50.252790+00:00,C0062B3C3E1C9,W1573413130,one,backward,openalex,W2084577435,C502FEABE4A7A,Self-stabilizing depth-first search,10.1016/0020-0190(94)90103-1,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
